participant_id,gender,age,race_ethnicity,education_level,poverty_income_ratio,interview_sample_weight,exam_sample_weight,strata,psu,interview_sample_weight_missing,pir_category
136223,Male,40,Non-Hispanic White,Some college/AA degree,3.4,53318.994524,64974.788399,187.0,1.0,False,High
136225,Female,33,Non-Hispanic Asian,College graduate or above,4.67,28463.892399,34326.258991,179.0,1.0,False,High
136227,Female,63,Non-Hispanic White,Some college/AA degree,3.7,23159.856943,21118.561772,180.0,1.0,False,High
136229,Male,63,Non-Hispanic White,Some college/AA degree,1.57,28712.214271,27098.174858,180.0,1.0,False,Mid
136230,Female,45,Non-Hispanic White,High school/GED,5.0,56966.536453,110049.849861,182.0,1.0,False,Very High
136231,Female,39,Non-Hispanic White,College graduate or above,4.1,57297.140267,75746.715977,184.0,1.0,False,High
136232,Male,62,Other/Multi-Racial,College graduate or above,3.78,22335.801002,23632.374316,178.0,1.0,False,High
136233,Male,68,Non-Hispanic White,High school/GED,1.24,17949.707219,24505.493415,186.0,2.0,False,Mid
136240,Female,64,Mexican American,<9th grade,1.19,14574.672243,20526.04561,174.0,1.0,False,Mid
136241,Female,61,Non-Hispanic Black,High school/GED,0.42,21795.690288,23537.635759,178.0,2.0,False,Low
136243,Female,32,Non-Hispanic Black,9-11th grade,0.59,7031.626231,8852.156192,187.0,2.0,False,Low
136244,Male,62,Other Hispanic,College graduate or above,5.0,13202.411542,12016.187201,173.0,1.0,False,Very High
136249,Female,37,Non-Hispanic White,College graduate or above,1.67,12796.821145,19665.659293,185.0,1.0,False,Mid
136250,Male,71,Non-Hispanic White,Some college/AA degree,3.09,25952.617708,29015.300254,178.0,1.0,False,High
136252,Male,58,Non-Hispanic White,Some college/AA degree,5.0,35996.317574,44894.115048,179.0,1.0,False,Very High
136254,Female,20,Other/Multi-Racial,Some college/AA degree,0.55,47931.252178,72920.371741,184.0,1.0,False,Low
136255,Female,66,Non-Hispanic White,High school/GED,2.04,9883.675429,17592.45283,174.0,1.0,False,High
136256,Female,57,Other Hispanic,High school/GED,4.59,22600.095754,27486.970537,187.0,1.0,False,High
136260,Male,44,Non-Hispanic White,College graduate or above,2.85,43871.447511,46034.410239,180.0,1.0,False,High
136261,Female,68,Non-Hispanic White,Some college/AA degree,0.88,24060.747133,25379.690623,186.0,2.0,False,Low
136265,Female,76,Non-Hispanic White,College graduate or above,3.96,29975.048855,34637.816912,180.0,2.0,False,High
136266,Female,42,Other Hispanic,College graduate or above,1.8,34978.418919,32439.374031,173.0,1.0,False,Mid
136267,Female,40,Non-Hispanic White,Some college/AA degree,2.46,22465.050597,33057.47018,181.0,2.0,False,High
136268,Male,48,Non-Hispanic Black,Some college/AA degree,5.0,67146.406092,94069.961718,186.0,1.0,False,Very High
136271,Female,41,Non-Hispanic White,Some college/AA degree,5.0,27957.413912,33568.102405,173.0,1.0,False,Very High
136272,Male,50,Non-Hispanic White,Some college/AA degree,5.0,18048.440507,23118.566877,175.0,1.0,False,Very High
136274,Female,52,Non-Hispanic White,High school/GED,3.8,37225.562646,45310.441752,185.0,1.0,False,High
136276,Male,73,Non-Hispanic White,Some college/AA degree,1.07,14565.592888,18135.930353,184.0,1.0,False,Mid
136278,Female,38,Non-Hispanic White,Some college/AA degree,0.97,22427.142142,24231.604129,178.0,2.0,False,Low
136281,Male,66,Non-Hispanic White,College graduate or above,5.0,16908.362286,24963.480016,177.0,2.0,False,Very High
136283,Male,75,Non-Hispanic White,College graduate or above,5.0,37825.885171,43577.659092,173.0,2.0,False,Very High
136284,Female,72,Non-Hispanic White,College graduate or above,5.0,20070.423517,24624.025396,173.0,2.0,False,Very High
136285,Male,72,Other/Multi-Racial,High school/GED,2.88,18955.994386,22757.213017,179.0,2.0,False,High
136287,Male,29,Non-Hispanic White,Some college/AA degree,1.84,27723.577523,42459.609313,181.0,1.0,False,Mid
136289,Male,74,Non-Hispanic White,High school/GED,1.26,25569.669609,36230.825369,180.0,1.0,False,Mid
136291,Female,38,Non-Hispanic White,Some college/AA degree,3.42,54682.042137,75996.717739,184.0,1.0,False,High
136293,Female,51,Non-Hispanic White,College graduate or above,3.16,29056.970338,33131.027437,178.0,1.0,False,High
136294,Female,52,Non-Hispanic White,College graduate or above,2.61,34101.619809,46826.027476,187.0,2.0,False,High
136296,Male,77,Non-Hispanic Black,High school/GED,1.16,18170.153303,24877.75135,176.0,1.0,False,Mid
136298,Female,80,Non-Hispanic White,Some college/AA degree,1.86,19373.802339,34581.955725,175.0,1.0,False,Mid
136299,Male,80,Non-Hispanic White,College graduate or above,2.13,23990.539439,35317.728624,178.0,2.0,False,High
136301,Male,54,Non-Hispanic White,College graduate or above,5.0,14457.87799,17705.170916,185.0,2.0,False,Very High
136302,Female,48,Non-Hispanic Black,High school/GED,0.27,45665.730905,85812.973933,183.0,2.0,False,Low
136305,Female,20,Non-Hispanic White,9-11th grade,2.41,21532.548533,37277.480156,185.0,1.0,False,High
136306,Male,63,Non-Hispanic White,College graduate or above,1.23,15197.292503,21717.84916,175.0,2.0,False,Mid
136307,Female,55,Non-Hispanic White,College graduate or above,4.27,14591.583412,17389.340247,185.0,2.0,False,High
136308,Male,72,Non-Hispanic White,College graduate or above,5.0,31263.8012,34442.822552,177.0,2.0,False,Very High
136309,Female,70,Non-Hispanic White,College graduate or above,4.59,29964.047967,36885.899918,181.0,2.0,False,High
136310,Female,70,Non-Hispanic White,High school/GED,1.69,9712.64438,19229.069517,174.0,1.0,False,Mid
136312,Female,38,Non-Hispanic White,College graduate or above,1.8,30479.597757,34014.168423,179.0,2.0,False,Mid
136315,Male,40,Non-Hispanic White,High school/GED,0.98,104181.530051,135471.289851,181.0,1.0,False,Low
136318,Female,58,Other/Multi-Racial,9-11th grade,0.59,18267.419885,27516.424556,181.0,1.0,False,Low
136320,Female,47,Non-Hispanic White,High school/GED,5.0,83799.917122,122641.914003,177.0,2.0,False,Very High
136321,Male,74,Non-Hispanic White,Some college/AA degree,1.37,32445.131997,33116.220689,186.0,2.0,False,Mid
136322,Female,80,Other Hispanic,Some college/AA degree,0.74,16546.012901,20033.6951,183.0,2.0,False,Low
136323,Male,43,Mexican American,College graduate or above,5.0,55251.357289,59241.210871,173.0,2.0,False,Very High
136325,Female,66,Non-Hispanic Black,<9th grade,0.895,9066.162791,11969.754256,185.0,2.0,False,Low
136326,Male,59,Non-Hispanic White,High school/GED,5.0,22427.034665,27742.32962,175.0,1.0,False,Very High
136328,Male,43,Non-Hispanic Black,Some college/AA degree,5.0,19412.742499,27404.028226,175.0,2.0,False,Very High
136330,Male,80,Non-Hispanic White,<9th grade,1.2,16380.442995,21015.523411,182.0,1.0,False,Mid
136332,Female,39,Non-Hispanic White,College graduate or above,4.86,29999.962066,37553.250018,180.0,2.0,False,High
136333,Female,32,Non-Hispanic Black,College graduate or above,0.38,15548.901614,17446.118323,187.0,1.0,False,Low
136334,Male,80,Non-Hispanic White,College graduate or above,2.07,34030.104035,45955.728897,186.0,2.0,False,High
136336,Female,68,Non-Hispanic White,High school/GED,2.73,31774.903007,30323.637372,186.0,2.0,False,High
136337,Male,20,Mexican American,Some college/AA degree,1.17,53655.070659,68177.475491,174.0,1.0,False,Mid
136339,Male,52,Non-Hispanic White,College graduate or above,1.42,33742.530518,39691.400797,185.0,2.0,False,Mid
136341,Male,38,Non-Hispanic White,College graduate or above,5.0,45847.615298,46653.442324,184.0,2.0,False,Very High
136345,Male,32,Non-Hispanic White,Some college/AA degree,5.0,61873.286151,69385.013463,178.0,2.0,False,Very High
136352,Female,72,Non-Hispanic White,Some college/AA degree,4.42,30461.331067,31317.951802,182.0,1.0,False,High
136353,Female,70,Non-Hispanic White,College graduate or above,5.0,26885.819265,30394.154238,177.0,1.0,False,Very High
136354,Female,34,Non-Hispanic White,College graduate or above,5.0,53603.734729,50334.116987,184.0,1.0,False,Very High
136355,Male,60,Mexican American,High school/GED,5.0,46473.675844,51709.27705,182.0,1.0,False,Very High
136357,Male,31,Non-Hispanic White,High school/GED,4.8,24809.131597,29287.119661,185.0,1.0,False,High
136360,Male,31,Non-Hispanic White,9-11th grade,1.47,40538.138591,62041.768172,175.0,2.0,False,Mid
136361,Male,67,Non-Hispanic White,College graduate or above,5.0,26001.201706,27134.478906,178.0,1.0,False,Very High
136364,Female,67,Non-Hispanic White,College graduate or above,5.0,26858.943841,29626.379594,173.0,2.0,False,Very High
136365,Male,62,Non-Hispanic White,High school/GED,5.0,28086.222642,31890.695923,177.0,1.0,False,Very High
136366,Female,32,Non-Hispanic Asian,College graduate or above,5.0,117271.944314,142446.723768,176.0,2.0,False,Very High
136369,Female,27,Other Hispanic,College graduate or above,2.43,44168.642621,58835.36274,180.0,2.0,False,High
136370,Male,46,Non-Hispanic White,College graduate or above,1.71,38429.765949,43810.804687,175.0,1.0,False,Mid
136373,Male,36,Non-Hispanic Black,High school/GED,1.26,49204.688172,48844.340419,181.0,1.0,False,Mid
136376,Female,63,Non-Hispanic White,Some college/AA degree,3.17,36859.482958,34076.537868,186.0,1.0,False,High
136377,Male,21,Non-Hispanic Black,High school/GED,3.44,56118.431178,107831.389695,185.0,1.0,False,High
136378,Male,33,Other Hispanic,9-11th grade,2.67,28734.812186,35176.40099,175.0,1.0,False,High
136381,Female,52,Non-Hispanic Asian,9-11th grade,0.65,44926.110473,51691.016529,174.0,2.0,False,Low
136383,Male,79,Mexican American,9-11th grade,1.37,16210.296278,27154.495925,175.0,2.0,False,Mid
136384,Female,33,Non-Hispanic White,Some college/AA degree,0.02,14286.380481,15306.480426,187.0,2.0,False,Low
136385,Male,63,Non-Hispanic White,Some college/AA degree,1.89,22437.974731,23907.376397,180.0,1.0,False,Mid
136387,Female,66,Non-Hispanic White,College graduate or above,5.0,23037.069084,25869.769575,187.0,2.0,False,Very High
136389,Female,73,Non-Hispanic White,High school/GED,1.44,12444.605939,25029.538507,177.0,1.0,False,Mid
136390,Female,80,Non-Hispanic White,Some college/AA degree,3.28,44094.562939,69569.12851,181.0,2.0,False,High
136392,Female,59,Non-Hispanic White,Some college/AA degree,1.22,67999.845493,89645.849838,178.0,1.0,False,Mid
136397,Female,38,Other Hispanic,College graduate or above,0.79,20156.027153,36638.943511,183.0,2.0,False,Low
136398,Female,58,Non-Hispanic White,High school/GED,0.75,21884.339461,32039.999703,185.0,2.0,False,Low
136399,Female,52,Non-Hispanic Asian,Some college/AA degree,2.13,11838.9565,14114.019695,174.0,2.0,False,High
136400,Female,55,Non-Hispanic White,Some college/AA degree,0.74,9466.998261,10421.37152,174.0,1.0,False,Low
136401,Female,34,Other Hispanic,Some college/AA degree,2.88,18349.822325,25623.479882,183.0,2.0,False,High
136402,Female,65,Non-Hispanic White,College graduate or above,5.0,17777.920425,18018.912089,178.0,2.0,False,Very High
136405,Female,61,Non-Hispanic White,Some college/AA degree,5.0,15308.126043,16811.56966,174.0,2.0,False,Very High
136407,Male,58,Other/Multi-Racial,High school/GED,0.07,31594.811931,34366.699888,177.0,1.0,False,Low
136408,Male,63,Non-Hispanic White,High school/GED,2.13,37247.368781,43446.14082,178.0,1.0,False,High
136410,Female,20,Non-Hispanic Asian,High school/GED,0.04,38592.306404,52691.679667,186.0,2.0,False,Low
136412,Female,65,Non-Hispanic Black,College graduate or above,0.1,13002.322877,11940.692004,179.0,1.0,False,Low
136415,Male,52,Other Hispanic,College graduate or above,3.43,26562.8602,21618.461439,180.0,1.0,False,High
136417,Male,21,Non-Hispanic White,Some college/AA degree,3.9,10310.460014,15375.784932,177.0,1.0,False,High
136418,Male,70,Non-Hispanic White,High school/GED,1.47,34167.693012,45016.642619,187.0,2.0,False,Mid
136421,Male,25,Mexican American,Some college/AA degree,5.0,105746.300506,165492.835901,184.0,1.0,False,Very High
136422,Female,77,Non-Hispanic White,College graduate or above,2.74,15213.636205,17657.454588,174.0,2.0,False,High
136424,Female,42,Other/Multi-Racial,Some college/AA degree,0.97,14660.117313,21835.837015,173.0,2.0,False,Low
136425,Male,46,Non-Hispanic White,High school/GED,2.95,41616.302007,76045.801913,186.0,1.0,False,High
136426,Female,20,Other/Multi-Racial,Some college/AA degree,2.32,37441.732728,61848.120002,187.0,2.0,False,High
136429,Female,39,Non-Hispanic White,High school/GED,1.23,75276.591283,78758.54805,178.0,1.0,False,Mid
136430,Male,46,Non-Hispanic White,High school/GED,2.21,58738.720933,64815.279944,180.0,1.0,False,High
136431,Male,54,Other Hispanic,College graduate or above,1.77,10092.352263,9445.748764,179.0,2.0,False,Mid
136434,Female,61,Non-Hispanic White,Some college/AA degree,1.37,14362.944894,15385.76869,185.0,1.0,False,Mid
136435,Male,22,Non-Hispanic White,College graduate or above,1.1,76677.012188,124012.973023,175.0,2.0,False,Mid
136437,Male,43,Non-Hispanic Asian,College graduate or above,5.0,97669.899021,120216.425268,176.0,2.0,False,Very High
136439,Female,20,Non-Hispanic Asian,High school/GED,5.0,164370.341365,216127.415939,182.0,2.0,False,Very High
136440,Female,80,Non-Hispanic White,College graduate or above,5.0,24066.286505,44977.555571,178.0,2.0,False,Very High
136442,Male,37,Non-Hispanic White,College graduate or above,4.4,36979.957666,47201.05926,179.0,1.0,False,High
136443,Male,67,Non-Hispanic Black,9-11th grade,3.24,16276.164808,24470.600351,181.0,2.0,False,High
136444,Male,61,Other Hispanic,High school/GED,0.82,10651.603128,12326.796506,176.0,1.0,False,Low
136445,Male,80,Non-Hispanic Asian,High school/GED,0.36,13560.629539,20308.700178,175.0,2.0,False,Low
136448,Female,80,Non-Hispanic White,High school/GED,1.97,40558.041085,75150.626066,181.0,2.0,False,Mid
136449,Female,21,Non-Hispanic Asian,Some college/AA degree,2.5,35261.951968,45131.644847,183.0,1.0,False,High
136451,Male,80,Non-Hispanic White,High school/GED,5.0,49669.931373,76104.969257,173.0,2.0,False,Very High
136452,Female,36,Non-Hispanic Asian,College graduate or above,5.0,39640.74754,59161.910905,174.0,2.0,False,Very High
136453,Female,32,Non-Hispanic Asian,College graduate or above,5.0,104036.016152,128601.502273,182.0,2.0,False,Very High
136455,Male,58,Non-Hispanic White,High school/GED,2.66,42853.859769,60244.150087,180.0,1.0,False,High
136457,Female,68,Non-Hispanic White,College graduate or above,3.93,8548.611453,8267.932959,174.0,2.0,False,High
136458,Male,73,Non-Hispanic White,Some college/AA degree,1.99,34675.17798,41440.524078,181.0,2.0,False,Mid
136460,Female,29,Non-Hispanic White,Some college/AA degree,0.96,51073.654615,58390.305224,186.0,2.0,False,Low
136461,Female,25,Non-Hispanic Black,Some college/AA degree,2.39,18355.429838,24633.240582,183.0,1.0,False,High
136462,Female,21,Non-Hispanic White,Some college/AA degree,0.15,63474.510779,77669.919127,186.0,2.0,False,Low
136465,Female,34,Other/Multi-Racial,Some college/AA degree,5.0,11268.956028,15510.659485,183.0,2.0,False,Very High
136466,Female,43,Non-Hispanic White,College graduate or above,3.13,52475.023184,65966.76447,177.0,1.0,False,High
136467,Female,57,Non-Hispanic White,High school/GED,2.58,19785.351908,23089.135229,185.0,2.0,False,High
136468,Male,21,Non-Hispanic White,High school/GED,2.28,101459.824285,135138.632335,180.0,1.0,False,High
136473,Male,60,Non-Hispanic Black,Some college/AA degree,0.66,7063.725523,6911.401088,184.0,2.0,False,Low
136475,Female,80,Non-Hispanic White,High school/GED,1.55,23371.661157,40866.632878,181.0,2.0,False,Mid
136476,Female,60,Mexican American,<9th grade,1.19,14449.417979,20959.721986,178.0,1.0,False,Mid
136477,Male,52,Non-Hispanic White,College graduate or above,4.05,21019.263442,28005.883148,179.0,1.0,False,High
136478,Male,59,Mexican American,<9th grade,0.09,57703.446504,69847.580764,173.0,1.0,False,Low
136480,Male,20,Mexican American,Some college/AA degree,2.41,113330.869621,171874.158654,180.0,2.0,False,High
136487,Female,48,Non-Hispanic White,Some college/AA degree,3.16,22560.510482,31098.963842,185.0,2.0,False,High
136489,Male,41,Non-Hispanic White,College graduate or above,5.0,28372.847437,33046.240021,174.0,2.0,False,Very High
136490,Male,61,Non-Hispanic White,College graduate or above,5.0,19682.652197,18766.29579,179.0,1.0,False,Very High
136492,Male,66,Non-Hispanic Asian,College graduate or above,1.91,11333.894237,15913.71777,175.0,2.0,False,Mid
136494,Male,20,Non-Hispanic Asian,Some college/AA degree,2.5,64509.396564,78454.112794,174.0,2.0,False,High
136496,Female,57,Non-Hispanic Asian,College graduate or above,5.0,26147.168203,32668.993354,174.0,2.0,False,Very High
136499,Female,38,Non-Hispanic White,College graduate or above,5.0,59012.466793,83878.357834,180.0,2.0,False,Very High
136502,Male,23,Mexican American,High school/GED,0.55,20330.917287,31119.910944,173.0,1.0,False,Low
136507,Female,68,Non-Hispanic Black,<9th grade,1.01,6370.596051,8505.267331,176.0,1.0,False,Mid
136508,Female,62,Non-Hispanic Asian,College graduate or above,5.0,15692.776273,18626.296216,179.0,2.0,False,Very High
136509,Female,28,Non-Hispanic White,Some college/AA degree,1.0,30697.731742,44705.439888,173.0,1.0,False,Mid
136510,Female,36,Non-Hispanic Black,College graduate or above,4.1,26375.631115,32076.199706,187.0,2.0,False,High
136512,Female,71,Non-Hispanic White,College graduate or above,5.0,11373.621266,13435.441042,174.0,2.0,False,Very High
136516,Female,71,Non-Hispanic White,College graduate or above,5.0,11494.464597,12365.252152,174.0,2.0,False,Very High
136521,Male,41,Non-Hispanic White,High school/GED,0.7,45464.190881,53067.39127,186.0,1.0,False,Low
136522,Female,20,Non-Hispanic White,Some college/AA degree,0.07,55823.676581,64541.709009,186.0,2.0,False,Low
136523,Female,63,Mexican American,College graduate or above,3.91,13227.267062,14958.687327,173.0,1.0,False,High
136525,Male,63,Other/Multi-Racial,9-11th grade,3.99,27217.592682,37266.36985,183.0,1.0,False,High
136527,Female,71,Non-Hispanic White,Some college/AA degree,2.03,37205.722041,50151.247823,184.0,1.0,False,High
136528,Male,23,Non-Hispanic White,Some college/AA degree,5.0,92954.659878,103766.657676,178.0,1.0,False,Very High
136530,Male,40,Non-Hispanic White,College graduate or above,5.0,36744.886828,44446.079259,175.0,2.0,False,Very High
136535,Male,63,Non-Hispanic White,College graduate or above,5.0,23142.041305,25653.599686,174.0,2.0,False,Very High
136536,Female,55,Other Hispanic,College graduate or above,5.0,53058.351978,71245.330344,176.0,2.0,False,Very High
136537,Male,27,Non-Hispanic White,Some college/AA degree,1.75,65797.245956,116690.950196,186.0,2.0,False,Mid
136539,Male,80,Non-Hispanic White,9-11th grade,4.42,26059.928863,28902.330805,184.0,1.0,False,High
136540,Female,21,Non-Hispanic Black,High school/GED,2.11,34015.063379,54756.87373,181.0,2.0,False,High
136541,Female,50,Non-Hispanic White,College graduate or above,5.0,14875.028471,16504.730439,174.0,1.0,False,Very High
136542,Male,60,Non-Hispanic Black,High school/GED,1.26,14753.660598,17895.198331,184.0,1.0,False,Mid
136546,Female,80,Non-Hispanic Black,9-11th grade,1.29,5052.558617,9695.866204,183.0,2.0,False,Mid
136549,Female,44,Other/Multi-Racial,Some college/AA degree,3.31,10542.593017,14476.144222,187.0,2.0,False,High
136553,Male,38,Non-Hispanic White,College graduate or above,5.0,25468.322467,26954.897923,179.0,1.0,False,Very High
136556,Male,56,Non-Hispanic Black,9-11th grade,1.82,26102.640725,45455.931492,186.0,1.0,False,Mid
136560,Female,80,Non-Hispanic White,College graduate or above,5.0,13378.816502,24616.530361,175.0,2.0,False,Very High
136561,Male,31,Other/Multi-Racial,College graduate or above,4.27,22976.810614,24142.415003,174.0,2.0,False,High
136562,Female,71,Non-Hispanic White,High school/GED,2.28,16318.80012,23313.757867,173.0,1.0,False,High
136564,Female,58,Other/Multi-Racial,Some college/AA degree,2.52,74729.111814,104845.183853,173.0,1.0,False,High
136566,Male,63,Non-Hispanic Black,Some college/AA degree,5.0,16369.241818,18660.419049,175.0,1.0,False,Very High
136568,Male,68,Non-Hispanic White,Some college/AA degree,1.17,21862.151899,26626.871381,184.0,1.0,False,Mid
136571,Male,63,Non-Hispanic White,College graduate or above,5.0,23850.689262,25345.08643,174.0,1.0,False,Very High
136572,Female,77,Non-Hispanic White,9-11th grade,1.38,16878.219757,25358.571615,181.0,2.0,False,Mid
136573,Female,57,Non-Hispanic White,Some college/AA degree,2.08,30453.913566,38979.53935,179.0,1.0,False,High
136575,Female,24,Non-Hispanic White,Some college/AA degree,1.37,34889.709877,44071.006039,174.0,2.0,False,Mid
136576,Female,61,Non-Hispanic White,Some college/AA degree,1.89,18098.927515,18631.860187,180.0,1.0,False,Mid
136577,Female,53,Non-Hispanic White,Some college/AA degree,4.02,22180.031274,24408.083704,177.0,1.0,False,High
136579,Female,52,Non-Hispanic Asian,Some college/AA degree,3.33,69131.269026,100333.684173,173.0,2.0,False,High
136582,Male,66,Non-Hispanic Black,Some college/AA degree,4.05,23202.005291,25313.967953,182.0,2.0,False,High
136583,Male,68,Non-Hispanic Black,9-11th grade,0.95,6195.724493,6191.848365,187.0,2.0,False,Low
136584,Female,33,Non-Hispanic White,College graduate or above,1.97,11605.287122,16484.251888,180.0,1.0,False,Mid
136585,Male,60,Non-Hispanic Asian,Some college/AA degree,2.13,11087.793606,11629.379089,174.0,2.0,False,High
136586,Female,66,Non-Hispanic White,College graduate or above,2.19,13625.041951,15028.910564,173.0,2.0,False,High
136587,Female,59,Mexican American,<9th grade,1.6,21174.667078,21667.404432,175.0,1.0,False,Mid
136588,Female,69,Non-Hispanic White,College graduate or above,4.94,16471.589789,17264.603767,179.0,1.0,False,High
136589,Male,80,Non-Hispanic White,High school/GED,2.02,39276.49949,56763.932203,181.0,2.0,False,High
136591,Male,57,Other Hispanic,<9th grade,1.02,63013.466464,96457.736563,173.0,2.0,False,Mid
136592,Male,71,Non-Hispanic White,College graduate or above,4.26,27679.922734,35971.910665,178.0,1.0,False,High
136593,Female,29,Mexican American,Some college/AA degree,2.41,30415.187123,43458.732879,186.0,2.0,False,High
136596,Male,67,Non-Hispanic Black,9-11th grade,0.68,13819.292049,18699.787709,187.0,1.0,False,Low
136599,Female,64,Non-Hispanic White,Some college/AA degree,1.31,13025.936381,13739.857867,173.0,1.0,False,Mid
136601,Female,44,Mexican American,High school/GED,0.98,13504.462917,27006.594461,187.0,1.0,False,Low
136603,Female,59,Non-Hispanic White,High school/GED,2.28,17056.751381,24518.20605,185.0,2.0,False,High
136604,Female,60,Non-Hispanic White,Some college/AA degree,1.77,25806.966174,32097.770569,182.0,2.0,False,Mid
136605,Female,60,Other Hispanic,Some college/AA degree,5.0,6195.135991,7792.250038,173.0,1.0,False,Very High
136606,Male,67,Non-Hispanic Black,9-11th grade,1.3,22150.356985,26980.187726,181.0,1.0,False,Mid
136607,Male,59,Other Hispanic,Some college/AA degree,0.7,24902.784789,27238.812001,177.0,2.0,False,Low
136608,Male,39,Non-Hispanic White,College graduate or above,5.0,88667.760316,106141.417526,182.0,2.0,False,Very High
136609,Female,29,Non-Hispanic Black,Some college/AA degree,1.98,53149.700642,102191.952196,182.0,2.0,False,Mid
136610,Male,20,Other Hispanic,High school/GED,1.44,25271.015752,36586.369906,174.0,2.0,False,Mid
136614,Male,77,Non-Hispanic Black,High school/GED,1.26,13678.491154,19282.05643,185.0,2.0,False,Mid
136616,Male,58,Non-Hispanic Asian,College graduate or above,5.0,37160.25072,41272.389724,173.0,2.0,False,Very High
136618,Male,70,Other Hispanic,<9th grade,2.73,9631.080991,14513.520854,176.0,1.0,False,High
136621,Female,65,Non-Hispanic Asian,High school/GED,1.64,21649.732729,31775.211775,183.0,1.0,False,Mid
136623,Male,54,Non-Hispanic White,College graduate or above,5.0,26647.460436,34867.662065,173.0,1.0,False,Very High
136624,Male,58,Non-Hispanic White,College graduate or above,5.0,33678.857503,38068.611394,179.0,1.0,False,Very High
136625,Female,28,Other/Multi-Racial,Some college/AA degree,1.77,17752.356678,31594.463297,174.0,2.0,False,Mid
136626,Female,64,Non-Hispanic White,College graduate or above,3.65,16883.794284,16588.54481,185.0,2.0,False,High
136628,Female,71,Non-Hispanic White,Some college/AA degree,3.55,12094.341025,14773.42892,174.0,2.0,False,High
136629,Male,50,Non-Hispanic Asian,College graduate or above,1.26,9324.115408,10772.077979,175.0,2.0,False,Mid
136630,Male,31,Mexican American,High school/GED,1.23,43238.226076,60068.250911,184.0,2.0,False,Mid
136631,Female,80,Non-Hispanic Black,College graduate or above,4.1,13470.331055,17214.185382,183.0,2.0,False,High
136634,Male,69,Other/Multi-Racial,9-11th grade,2.94,16020.140127,22041.38882,173.0,1.0,False,High
136636,Female,54,Non-Hispanic White,College graduate or above,5.0,49941.423986,63607.189117,178.0,1.0,False,Very High
136637,Female,52,Non-Hispanic White,Some college/AA degree,5.0,51063.380337,68958.849077,181.0,2.0,False,Very High
136638,Female,60,Non-Hispanic White,College graduate or above,5.0,11706.234522,12432.472976,174.0,2.0,False,Very High
136642,Female,33,Non-Hispanic White,College graduate or above,5.0,41007.352682,48704.30071,177.0,1.0,False,Very High
136643,Female,45,Mexican American,Some college/AA degree,1.01,8551.291283,9763.017496,183.0,1.0,False,Mid
136644,Female,51,Mexican American,High school/GED,0.69,15098.788857,19133.631559,176.0,1.0,False,Low
136645,Male,65,Non-Hispanic White,College graduate or above,5.0,12502.89079,14106.367076,175.0,1.0,False,Very High
136647,Female,60,Non-Hispanic White,9-11th grade,1.47,12224.57515,16376.939863,185.0,1.0,False,Mid
136649,Male,43,Other Hispanic,9-11th grade,0.12,11040.212037,19115.20677,176.0,1.0,False,Low
136650,Male,68,Non-Hispanic White,College graduate or above,2.5,12622.998351,13413.909371,174.0,1.0,False,High
136652,Female,65,Non-Hispanic White,Some college/AA degree,5.0,26411.720681,26382.573506,177.0,2.0,False,Very High
136655,Male,72,Non-Hispanic White,College graduate or above,5.0,20555.718597,25071.88211,177.0,2.0,False,Very High
136657,Female,44,Non-Hispanic White,College graduate or above,4.94,81720.169704,94024.175266,186.0,1.0,False,High
136658,Male,24,Non-Hispanic White,High school/GED,5.0,62316.989982,70923.096548,180.0,1.0,False,Very High
136660,Female,77,Non-Hispanic Black,9-11th grade,0.85,11856.595333,17810.367903,187.0,2.0,False,Low
136663,Female,64,Non-Hispanic White,Some college/AA degree,2.92,19755.937892,21038.594171,177.0,1.0,False,High
136664,Male,61,Other Hispanic,High school/GED,0.87,16686.903387,18359.648994,173.0,1.0,False,Low
136667,Female,36,Non-Hispanic White,Some college/AA degree,1.57,25580.298756,27768.773741,178.0,1.0,False,Mid
136668,Male,70,Other Hispanic,College graduate or above,2.48,11640.081287,12338.97974,174.0,2.0,False,High
136673,Female,33,Other Hispanic,<9th grade,0.01,23919.096331,30629.897689,180.0,1.0,False,Low
136675,Female,65,Non-Hispanic White,College graduate or above,5.0,7264.931642,7363.412675,178.0,2.0,False,Very High
136677,Male,71,Non-Hispanic White,College graduate or above,5.0,31371.913866,33176.193099,184.0,1.0,False,Very High
136679,Male,73,Non-Hispanic White,Some college/AA degree,4.37,22333.33296,24160.810285,178.0,1.0,False,High
136682,Male,80,Non-Hispanic White,College graduate or above,5.0,9964.005586,12375.792482,187.0,2.0,False,Very High
136683,Male,64,Non-Hispanic White,High school/GED,1.25,28566.572794,37975.645541,174.0,1.0,False,Mid
136685,Female,43,Other Hispanic,Some college/AA degree,0.97,43839.883878,48256.245953,176.0,1.0,False,Low
136688,Female,27,Non-Hispanic White,College graduate or above,1.47,46363.438204,54019.481381,187.0,2.0,False,Mid
136691,Male,67,Non-Hispanic Black,9-11th grade,0.85,17656.158687,23657.358004,182.0,2.0,False,Low
136692,Male,67,Non-Hispanic White,College graduate or above,5.0,14007.704585,17589.716056,184.0,2.0,False,Very High
136693,Female,45,Non-Hispanic White,Some college/AA degree,3.27,58859.724964,69405.710061,177.0,1.0,False,High
136694,Female,35,Non-Hispanic Asian,College graduate or above,1.05,31271.296909,39401.560297,175.0,2.0,False,Mid
